,spread_3m10y,spread_2y10y,cpi_yoy,core_cpi_yoy,pce,unemployment,gdp_yoy,breakeven_5y,recession_prob,y_3m,y_5y,y_10y,y_30y,unemp_delta,spread_3m10y_lag1,spread_3m10y_lag3,spread_2y10y_lag1,spread_2y10y_lag3,cpi_yoy_lag1,cpi_yoy_lag3,core_cpi_yoy_lag1,core_cpi_yoy_lag3,breakeven_5y_lag1,breakeven_5y_lag3,gdp_yoy_lag1,gdp_yoy_lag3,breakeven_gap,inversion_flag,inversion_duration,regime
2021-07-01,1.18,1.05,5.245169381309234,4.210719214328185,4.473216164011551,5.4,3.3,2.56,0.32,0.0399999991059303,0.703000009059906,1.2389999628067017,1.8969999551773071,-0.6999999999999993,1.4,1.64,1.2,1.49,5.295632620349999,4.133077115360573,4.439362194328367,2.9780316542864504,2.47,2.57,,7.0,2.6851693813092337,0,0,Reflation
2021-08-01,1.26,1.1,5.152015301793966,3.9396919775577244,4.580909697720981,5.1,,2.48,2.04,0.0399999991059303,0.7720000147819519,1.3040000200271606,1.9270000457763672,-0.7000000000000002,1.18,1.57,1.05,1.44,5.245169381309234,4.918257089467626,4.210719214328185,3.7876961101984907,2.56,2.57,3.3,,2.6720153017939663,0,0,Stagflation
2021-09-01,1.48,1.24,5.351215590949132,4.002855729865806,4.737428253233955,4.7,,2.51,2.1,0.0280000008642673,0.996999979019165,1.5290000438690186,2.0920000076293945,-1.2000000000000002,1.26,1.4,1.1,1.2,5.152015301793966,5.295632620349999,3.9396919775577244,4.439362194328367,2.48,2.47,,,2.8412155909491323,0,0,Stagflation
2021-10-01,1.5,1.07,6.235042390298062,4.590317334184912,5.336135652537788,4.5,7.0,2.89,0.2,0.0480000004172325,1.187999963760376,1.5570000410079956,1.9420000314712524,-0.9000000000000004,1.48,1.18,1.24,1.05,5.351215590949132,5.245169381309234,4.002855729865806,4.210719214328185,2.51,2.56,,3.3,3.345042390298062,0,0,Reflation
2021-11-01,1.38,0.91,6.901970403700863,4.972572143965692,5.93019057933839,4.1,,2.8,0.28,0.0480000004172325,1.149999976158142,1.4429999589920044,1.7869999408721924,-1.0,1.5,1.26,1.07,1.1,6.235042390298062,5.152015301793966,4.590317334184912,3.9396919775577244,2.89,2.48,7.0,,4.1019704037008635,0,0,Stagflation
2021-12-01,1.46,0.79,7.174340285065539,5.488993530393094,6.141969176624196,3.9,,2.87,0.86,0.032999999821186,1.2630000114440918,1.5119999647140503,1.9049999713897705,-0.8000000000000003,1.38,1.48,0.91,1.24,6.901970403700863,5.351215590949132,4.972572143965692,4.002855729865806,2.8,2.51,,,4.304340285065539,0,0,Stagflation
2022-01-01,1.57,0.61,7.558805726967832,6.05428515424189,6.272433512016362,4.0,-1.0,2.82,0.9,0.1729999929666519,1.6139999628067017,1.781999945640564,2.0980000495910645,-0.5,1.46,1.5,0.79,1.07,7.174340285065539,6.235042390298062,5.488993530393094,4.590317334184912,2.87,2.89,,7.0,4.738805726967833,0,0,Stagflation
2022-02-01,1.48,0.39,7.937278766517819,6.4551151617656455,6.545539906103293,3.9,,3.11,0.34,0.2879999876022339,1.7209999561309814,1.8389999866485596,2.181999921798706,-0.19999999999999973,1.57,1.38,0.61,0.91,7.558805726967832,6.901970403700863,6.05428515424189,4.972572143965692,2.82,2.8,-1.0,,4.82727876651782,0,0,Stagflation
2022-03-01,1.8,0.04,8.572204966013853,6.482378554404167,6.926410970164576,3.7,,3.34,0.58,0.4930000007152557,2.421999931335449,2.3269999027252197,2.447999954223633,-0.19999999999999973,1.48,1.46,0.39,0.79,7.937278766517819,7.174340285065539,6.4551151617656455,5.488993530393094,3.11,2.87,,,5.232204966013853,0,0,Stagflation
2022-04-01,2.04,0.19,8.231750770777225,6.158737119052837,6.684755338326309,3.7,0.6,3.3,0.9,0.8080000281333923,2.9119999408721924,2.88700008392334,2.947000026702881,-0.2999999999999998,1.8,1.57,0.04,0.61,8.572204966013853,7.558805726967832,6.482378554404167,6.05428515424189,3.34,2.82,,-1.0,4.931750770777225,0,0,Reflation
2022-05-01,1.69,0.32,8.538171195642065,6.0254478790408905,6.794545874740021,3.6,,2.96,1.24,1.0299999713897705,2.811000108718872,2.8440001010894775,3.056999921798706,-0.2999999999999998,2.04,1.48,0.19,0.39,8.231750770777225,7.937278766517819,6.158737119052837,6.4551151617656455,3.3,3.11,0.6,,5.5781711956420645,0,0,Stagflation
2022-06-01,1.26,0.06,8.979361103105798,5.906335651591377,7.243471864656126,3.6,,2.58,1.0,1.600000023841858,3.003999948501587,2.9719998836517334,3.11899995803833,-0.10000000000000009,1.69,1.8,0.32,0.04,8.538171195642065,8.572204966013853,6.0254478790408905,6.482378554404167,2.96,3.34,,,6.399361103105798,0,0,Stagflation
2022-07-01,0.26,-0.22,8.462576727730099,5.899916740834321,6.7502013619389345,3.5,2.9,2.73,0.4,2.2980000972747803,2.694999933242798,2.6419999599456787,2.9739999771118164,-0.20000000000000018,1.26,2.04,0.06,0.19,8.979361103105798,8.231750770777225,5.906335651591377,6.158737119052837,2.58,3.3,,0.6,5.732576727730098,0,0,Reflation
2022-08-01,0.19,-0.3,8.222579178218826,6.286089097732228,6.6396775899483895,3.6,,2.58,0.68,2.859999895095825,3.2839999198913574,3.132999897003174,3.255000114440918,0.0,0.26,1.69,-0.22,0.32,8.462576727730099,8.538171195642065,5.899916740834321,6.0254478790408905,2.73,2.96,2.9,,5.642579178218826,0,0,Stagflation
2022-09-01,0.5,-0.39,8.192106896425821,6.624287624509306,6.667939000672507,3.5,,2.14,0.62,3.180000066757202,4.040999889373779,3.803999900817871,3.765000104904175,-0.10000000000000009,0.19,1.26,-0.3,0.06,8.222579178218826,8.979361103105798,6.286089097732228,5.906335651591377,2.58,2.58,,,6.052106896425821,0,0,Stagflation
2022-10-01,-0.12,-0.41,7.758813957693,6.294999786983246,6.461602354598139,3.6,2.8,2.67,1.02,3.974999904632568,4.248000144958496,4.077000141143799,4.203999996185303,0.10000000000000009,0.5,0.26,-0.39,-0.22,8.192106896425821,8.462576727730099,6.624287624509306,5.899916740834321,2.14,2.73,,2.9,5.0888139576930005,1,1,Reflation
2022-11-01,-0.69,-0.7,7.122856456533988,5.969880665899807,6.030493273542614,3.6,,2.41,1.56,4.252999782562256,3.8320000171661377,3.703000068664551,3.822000026702881,0.0,-0.12,0.19,-0.41,-0.3,7.758813957693,8.222579178218826,6.294999786983246,6.286089097732228,2.67,2.58,2.8,,4.712856456533988,1,2,Stagflation
2022-12-01,-0.54,-0.53,6.404600402357152,5.685531944736666,5.520050627946982,3.5,,2.33,1.72,4.260000228881836,4.0,3.878999948501587,3.974999904632568,0.0,-0.69,0.5,-0.7,-0.39,7.122856456533988,8.192106896425821,5.969880665899807,6.624287624509306,2.41,2.14,,,4.074600402357152,1,3,Stagflation
2023-01-01,-1.18,-0.69,6.327178517960097,5.539533472591773,5.507734586232882,3.5,2.9,2.27,0.4,4.570000171661377,3.638000011444092,3.5290000438690186,3.66100001335144,-0.10000000000000009,-0.54,-0.12,-0.53,-0.41,6.404600402357152,7.758813957693,5.685531944736666,6.294999786983246,2.33,2.67,,2.8,4.0571785179600965,1,4,Reflation
2023-02-01,-0.96,-0.89,5.957820738137087,5.498260329618088,5.197803844154003,3.6,,2.58,0.42,4.710000038146973,4.168000221252441,3.9159998893737793,3.930999994277954,0.0,-1.18,-0.69,-0.69,-0.7,6.327178517960097,7.122856456533988,5.539533472591773,5.969880665899807,2.27,2.41,2.9,,3.3778207381370873,1,5,Stagflation
2023-03-01,-1.37,-0.58,4.917719362889961,5.566741392671326,4.428273156924578,3.5,,2.4,0.54,4.585000038146973,3.611000061035156,3.49399995803833,3.688999891281128,0.0,-0.96,-0.54,-0.89,-0.53,5.957820738137087,6.404600402357152,5.498260329618088,5.685531944736666,2.58,2.33,,,2.517719362889961,1,6,Stagflation
2023-04-01,-1.66,-0.6,4.950079879124369,5.514364195873522,4.476012960317743,3.4,2.5,2.2,0.6,4.922999858856201,3.5360000133514404,3.4519999027252197,3.677999973297119,-0.10000000000000009,-1.37,-1.18,-0.58,-0.69,4.917719362889961,6.327178517960097,5.566741392671326,5.539533472591773,2.4,2.27,,2.9,2.7500798791243692,1,7,Reflation
2023-05-01,-1.88,-0.76,4.131851231385042,5.337547036084689,4.003462454014284,3.6,,2.07,0.72,5.248000144958496,3.743000030517578,3.63700008392334,3.8559999465942383,0.0,-1.66,-0.96,-0.6,-0.89,4.950079879124369,5.957820738137087,5.514364195873522,5.498260329618088,2.2,2.58,2.5,,2.061851231385042,1,8,Stagflation
2023-06-01,-1.62,-1.06,3.070617072997095,4.853596327155252,3.284521339529123,3.6,,2.18,0.82,5.1529998779296875,4.132999897003174,3.819000005722046,3.8550000190734863,0.10000000000000009,-1.88,-1.37,-0.76,-0.58,4.131851231385042,4.917719362889961,5.337547036084689,5.566741392671326,2.07,2.4,,,0.8906170729970948,1,9,Stagflation
2023-07-01,-1.58,-0.91,3.287749268428297,4.700970557935236,3.40904219289897,3.5,4.7,2.27,0.5,5.248000144958496,4.178999900817871,3.9590001106262207,4.019000053405762,0.10000000000000009,-1.62,-1.66,-1.06,-0.6,3.070617072997095,4.950079879124369,4.853596327155252,5.514364195873522,2.18,2.2,,2.5,1.0177492684282972,1,10,Reflation
2023-08-01,-1.47,-0.76,3.722504803505289,4.399143440066089,3.43205991996991,3.7,,2.15,0.42,5.297999858856201,4.24399995803833,4.0929999351501465,4.203999996185303,0.10000000000000009,-1.58,-1.88,-0.91,-0.76,3.287749268428297,4.131851231385042,4.700970557935236,5.337547036084689,2.27,2.07,4.7,,1.5725048035052889,1,11,Stagflation
2023-09-01,-0.96,-0.44,3.687206638119256,4.128747996485882,3.4488928270185903,3.7,,2.22,0.5,5.300000190734863,4.605999946594238,4.572999954223633,4.710999965667725,0.10000000000000009,-1.47,-1.62,-0.76,-1.06,3.722504803505289,3.070617072997095,4.399143440066089,4.853596327155252,2.15,2.18,,,1.4672066381192557,1,12,Stagflation
2023-10-01,-0.71,-0.19,3.2512659098611785,4.027401561127464,3.0232617305099296,3.9,3.4,2.4,0.64,5.320000171661377,4.815999984741211,4.875,5.021999835968018,0.3999999999999999,-0.96,-1.58,-0.44,-0.91,3.687206638119256,3.287749268428297,4.128747996485882,4.700970557935236,2.22,2.27,,4.7,0.8512659098611786,1,13,Deflation
2023-11-01,-1.08,-0.36,3.1333462745911866,4.017980521102138,2.7650899986466193,3.7,,2.15,0.6,5.23799991607666,4.297999858856201,4.3520002365112305,4.513000011444092,0.0,-0.71,-1.47,-0.19,-0.76,3.2512659098611785,3.722504803505289,4.027401561127464,4.399143440066089,2.4,2.15,3.4,,0.9833462745911867,1,14,Stagflation
2023-12-01,-1.52,-0.35,3.3159099427102934,3.9154727698627045,2.7672658467360334,3.8,,2.12,1.06,5.179999828338623,3.839999914169311,3.865999937057495,4.019000053405762,0.09999999999999964,-1.08,-0.96,-0.36,-0.44,3.1333462745911866,3.687206638119256,4.017980521102138,4.128747996485882,2.15,2.22,,,1.1959099427102933,1,15,Stagflation
2024-01-01,-1.43,-0.28,3.0883429864855705,3.8583540949372663,2.6987514493606035,3.7,0.8,2.24,3.06,5.188000202178955,3.881999969482422,3.9670000076293945,4.215000152587891,-0.19999999999999973,-1.52,-0.71,-0.35,-0.19,3.3159099427102934,3.2512659098611785,3.9154727698627045,4.027401561127464,2.12,2.4,,3.4,0.8483429864855703,1,16,Reflation
2024-02-01,-1.2,-0.39,3.157074141648697,3.7619647313751337,2.705057426970159,3.9,,2.4,0.54,5.2230000495910645,4.26200008392334,4.251999855041504,4.375,0.19999999999999973,-1.43,-1.08,-0.28,-0.36,3.0883429864855705,3.1333462745911866,3.8583540949372663,4.017980521102138,2.24,2.15,0.8,,0.757074141648697,1,17,Stagflation
2024-03-01,-1.26,-0.39,3.4868349120836584,3.8161935067360986,2.9279392327126175,3.9,,2.38,0.58,5.203000068664551,4.21999979019165,4.205999851226807,4.348999977111816,0.10000000000000009,-1.2,-1.52,-0.39,-0.35,3.157074141648697,3.3159099427102934,3.7619647313751337,3.9154727698627045,2.4,2.12,,,1.1068349120836585,1,18,Stagflation
2024-04-01,-0.77,-0.35,3.3607951262196734,3.6260251717590952,2.826154012888593,3.9,3.6,2.43,0.64,5.244999885559082,4.7230000495910645,4.685999870300293,4.789999961853027,0.19999999999999973,-1.26,-1.43,-0.39,-0.28,3.4868349120836584,3.0883429864855705,3.8161935067360986,3.8583540949372663,2.38,2.24,,0.8,0.9307951262196732,1,19,Reflation
2024-05-01,-0.95,-0.38,3.244278584003113,3.394419668976645,2.6616729088639213,3.9,,2.34,0.38,5.23799991607666,4.566999912261963,4.571000099182129,4.7179999351501465,0.0,-0.77,-1.2,-0.35,-0.39,3.3607951262196734,3.157074141648697,3.6260251717590952,3.7619647313751337,2.43,2.4,3.6,,0.9042785840031131,1,20,Stagflation
2024-06-01,-1.12,-0.35,2.9702579486470926,3.2654173234475614,2.548373440470164,4.1,,2.24,0.72,,,,,0.19999999999999973,-0.95,-1.26,-0.38,-0.39,3.244278584003113,3.4868349120836584,3.394419668976645,3.8161935067360986,2.34,2.38,,,0.7302579486470924,1,21,Stagflation
2024-07-01,-1.32,-0.2,2.9414757935583014,3.2301916105644812,2.594376777467322,4.2,3.3,2.13,0.92,,,,,0.30000000000000027,-1.12,-0.77,-0.35,-0.35,2.9702579486470926,3.3607951262196734,3.2654173234475614,3.6260251717590952,2.24,2.43,,3.6,0.8114757935583015,1,22,Deflation
2024-08-01,-1.3,0.0,2.607144490692037,3.2850959364300047,2.412994957427461,4.2,,2.01,0.62,,,,,0.30000000000000027,-1.32,-0.95,-0.2,-0.38,2.9414757935583014,3.244278584003113,3.2301916105644812,3.394419668976645,2.13,2.34,3.3,,0.5971444906920373,1,23,Deflation
2024-09-01,-0.92,0.15,2.4264830315416708,3.2823574494668994,2.260766436883843,4.1,,2.07,0.78,,,,,0.0,-1.3,-1.12,0.0,-0.35,2.607144490692037,2.9702579486470926,3.2850959364300047,3.2654173234475614,2.01,2.24,,,0.35648303154167094,1,24,Deflation
2024-10-01,-0.36,0.12,2.578844053871343,3.298689706765301,2.4776925356425616,4.1,1.9,2.38,0.8,,,,,-0.10000000000000053,-0.92,-1.32,0.15,-0.2,2.4264830315416708,2.9414757935583014,3.2823574494668994,3.2301916105644812,2.07,2.13,,3.3,0.19884405387134318,1,25,Reflation
2024-11-01,-0.4,0.05,2.719472461284833,3.2859356193500444,2.5878034125423,4.2,,2.33,0.52,,,,,0.0,-0.36,-1.3,0.12,0.0,2.578844053871343,2.607144490692037,3.298689706765301,3.2850959364300047,2.38,2.01,1.9,,0.38947246128483304,1,26,Stagflation
2024-12-01,0.21,0.33,2.870690967509981,3.2133335461932644,2.7280946901200087,4.1,,2.38,0.34,,,,,0.0,-0.4,-0.92,0.05,0.15,2.719472461284833,2.4264830315416708,3.2859356193500444,3.2823574494668994,2.33,2.07,,,0.4906909675099813,0,0,Stagflation
2025-01-01,0.27,0.36,2.9909783078999608,3.282970485398584,2.6073795303935166,4.0,-0.6,2.54,0.56,,,,,-0.09999999999999964,0.21,-0.36,0.33,0.12,2.870690967509981,2.578844053871343,3.2133335461932644,3.298689706765301,2.38,2.38,,1.9,0.45097830789996074,0,0,Stagflation
2025-02-01,-0.08,0.25,2.8015834477613355,3.13755688228059,2.7104846734857135,4.2,,2.58,0.32,,,,,0.0,0.27,-0.4,0.36,0.05,2.9909783078999608,2.719472461284833,3.282970485398584,3.2859356193500444,2.54,2.33,-0.6,,0.22158344776133543,1,1,Stagflation
2025-03-01,-0.09,0.34,2.381981462805549,2.808783050077035,2.3594336708984365,4.2,,2.61,0.4,,,,,0.10000000000000053,-0.08,0.21,0.25,0.33,2.8015834477613355,2.870690967509981,3.13755688228059,3.2133335461932644,2.58,2.38,,,-0.22801853719445075,1,2,Deflation
2025-04-01,-0.14,0.57,2.32538823025783,2.7760200724699313,2.2774259978433964,4.2,3.8,2.29,0.58,,,,,0.20000000000000018,-0.09,0.27,0.34,0.36,2.381981462805549,2.9909783078999608,2.808783050077035,3.282970485398584,2.61,2.54,,-0.6,0.03538823025782989,1,3,Goldilocks
2025-05-01,0.05,0.52,2.3772651073680873,2.7658403935930886,2.4580860654408676,4.3,,2.39,0.82,,,,,0.09999999999999964,-0.14,-0.08,0.57,0.25,2.32538823025783,2.8015834477613355,2.7760200724699313,3.13755688228059,2.29,2.58,3.8,,-0.012734892631912853,0,0,Deflation
2025-06-01,-0.17,0.52,2.680453865910226,2.910895442696071,2.5935129797068024,4.1,,2.31,0.54,,,,,-0.10000000000000053,0.05,-0.09,0.52,0.34,2.3772651073680873,2.381981462805549,2.7658403935930886,2.808783050077035,2.39,2.61,,,0.3704538659102261,1,1,Stagflation
2025-07-01,-0.04,0.43,2.742618052167134,3.0544930080893096,2.605547294239341,4.3,4.4,2.46,0.52,,,,,0.09999999999999964,-0.17,-0.14,0.52,0.57,2.680453865910226,2.32538823025783,2.910895442696071,2.7760200724699313,2.31,2.29,,3.8,0.282618052167134,1,2,Reflation
2025-08-01,0.0,0.64,2.9385917430316155,3.111806098514469,2.7476208541517,4.3,,2.47,0.88,,,,,0.0,-0.04,0.05,0.43,0.52,2.742618052167134,2.3772651073680873,3.0544930080893096,2.7658403935930886,2.46,2.39,4.4,,0.4685917430316153,0,0,Stagflation
2025-09-01,0.14,0.56,3.0225715847133294,3.0199668258857892,2.7874424148706556,4.4,,2.42,0.82,,,,,0.3000000000000007,0.0,-0.17,0.64,0.52,2.9385917430316155,2.680453865910226,3.111806098514469,2.910895442696071,2.47,2.31,,,0.6025715847133295,0,0,Stagflation
2025-10-01,0.22,0.51,2.729136238202212,2.70008174530898,2.714187029093784,,0.7,2.4,0.86,,,,,,0.14,-0.04,0.56,0.43,3.0225715847133294,2.742618052167134,3.0199668258857892,3.0544930080893096,2.42,2.46,,4.4,0.3291362382022123,0,0,Reflation
2025-11-01,0.14,0.55,2.6964439164939513,2.5990448060944082,2.822596821168677,4.5,,2.29,0.62,,,,,0.20000000000000018,0.22,0.0,0.51,0.64,2.729136238202212,2.9385917430316155,2.70008174530898,3.111806098514469,2.4,2.47,0.7,,0.4064439164939513,0,0,Stagflation
2025-12-01,0.51,0.71,2.653304114557753,2.6464847073089937,2.9092887605117745,4.4,,2.26,0.8,,,,,0.0,0.14,0.14,0.55,0.56,2.6964439164939513,3.0225715847133294,2.5990448060944082,3.0199668258857892,2.29,2.42,,,0.39330411455775316,0,0,Stagflation
2026-01-01,0.59,0.74,2.391201432150014,2.512028782828879,2.8321519411244056,4.3,,2.53,,,,,,,0.51,0.22,0.71,0.51,2.653304114557753,2.729136238202212,2.6464847073089937,2.70008174530898,2.26,2.4,,0.7,-0.13879856784998568,0,0,Deflation
2026-02-01,0.3,0.59,2.4340041103732224,2.4724624767640258,2.420565275053388,4.4,,2.4,,,,,,-0.09999999999999964,0.59,0.14,0.74,0.55,2.391201432150014,2.6964439164939513,2.512028782828879,2.5990448060944082,2.53,2.29,,,0.034004110373222485,0,0,Deflation
2026-03-01,0.71,0.56,2.400050033616319,2.401670299978509,2.404300426390127,,,2.56,,3.6069998741149902,4.070000171661377,4.440000057220459,4.98199987411499,,0.3,0.51,0.59,0.71,2.4340041103732224,2.653304114557753,2.4724624767640258,2.6464847073089937,2.4,2.26,,,-0.1599499663836812,0,0,Deflation
